account_id,opportunity_name,close_date,stage,amount,lead_source,description,probability,created_date,owner_name,account_name,duns_number
493,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,4/4/2022,Closed Lost,Rial,Partner,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",65.21,2022-11-09T20:03:58Z,Addi Dumbrell,Aibox,60-296-5542
494,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,9/7/2022,Closed Lost,Euro,Web,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",78.11,2022-07-14T13:25:02Z,Larine Baudet,Riffpedia,73-453-1037
495,in leo maecenas pulvinar lobortis est phasellus sit amet erat,1/25/2022,Closed Won,Zloty,Partner,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",65.17,2022-09-16T23:54:48Z,Josee Coaten,Leexo,23-865-4827
496,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,5/29/2022,Closed Won,Dinar,Partner,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",75.27,2022-01-04T11:52:43Z,Cirstoforo Bartosek,Agivu,06-290-1429
497,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,9/19/2022,Closed Won,Euro,Partner,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",9.93,2022-04-15T12:48:16Z,Drucie Carlon,Aimbo,30-914-9304
498,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,4/21/2022,Closed Lost,Yuan Renminbi,Purchased List,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,50.13,2022-11-21T16:25:17Z,Bartholomeo Doneld,Jetwire,81-015-2847
499,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,8/23/2022,Closed Lost,Yuan Renminbi,Purchased List,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",56.69,2022-02-18T10:04:23Z,Delila Jarred,Tekfly,65-923-1525
500,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo,10/24/2022,Closed Lost,Euro,Web,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",91.18,2022-06-01T03:13:39Z,Eartha Loos,Livetube,08-308-0991
501,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,4/9/2022,Closed Lost,Real,Web,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,40.95,2022-11-18T05:32:54Z,Theobald Spindler,Voonte,44-577-6119
502,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,5/10/2022,Closed Lost,Won,Partner,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",72.31,2022-12-29T04:46:04Z,Greggory McSporrin,Oloo,38-465-5006
503,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,2/27/2022,Closed Won,Yuan Renminbi,Partner,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",38.09,2022-10-21T09:11:51Z,Gun Reck,Photobean,67-903-6375
504,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,5/18/2022,Closed Lost,Yuan Renminbi,Referral,Sed ante. Vivamus tortor. Duis mattis egestas metus.,81.83,2022-05-24T14:52:09Z,Eimile Riceards,Yadel,12-711-6863
505,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,1/13/2022,Closed Lost,Euro,Purchased List,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,44.88,2022-12-22T01:29:03Z,Clarinda Yurmanovev,Yata,47-039-3982
506,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,6/12/2022,Closed Lost,Real,Partner,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",32.79,2022-08-31T05:52:51Z,Kendricks Cappell,Centimia,78-558-4867
507,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,11/7/2022,Closed Lost,Kwanza,Purchased List,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",7.07,2022-01-23T17:30:57Z,Horatia Golton,Youbridge,21-898-7654
508,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,7/29/2022,Closed Lost,Yuan Renminbi,Purchased List,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",65.85,2022-03-16T03:28:45Z,Bevan Gorsse,Mybuzz,25-393-6039
509,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,9/21/2022,Closed Lost,Euro,Referral,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",36.58,2022-03-31T21:50:50Z,Erika Garthshore,Rhycero,24-564-9944
510,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,8/9/2022,Closed Lost,Euro,Web,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",37.34,2022-06-13T01:00:09Z,Nanette Caddell,Wikizz,28-148-4974
511,suspendisse ornare consequat lectus in est risus auctor sed tristique in,6/2/2022,Closed Won,Dinar,Purchased List,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",62.62,2022-03-24T23:20:34Z,Leanna Elverstone,Jaxbean,25-630-5150
512,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,4/21/2022,Closed Lost,Yuan Renminbi,Purchased List,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",51.97,2022-05-29T14:03:05Z,Michell Gilbey,Zoombox,54-628-8157
513,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,1/20/2022,Closed Lost,Yen,Partner,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",25.09,2022-04-04T20:45:32Z,Othelia Janczyk,Meeveo,04-523-1786
514,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,9/5/2022,Closed Won,Real,Purchased List,Phasellus in felis. Donec semper sapien a libero. Nam dui.,52.85,2022-03-07T02:16:48Z,Anne-marie Hardi,Ozu,28-696-2183
515,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,11/20/2022,Closed Lost,Rupiah,Partner,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",3.04,2022-10-06T07:48:00Z,Nert Croley,Omba,25-618-8717
516,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,11/13/2022,Closed Lost,Zloty,Referral,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",76.12,2022-09-15T08:49:36Z,Ellene Imloch,Browseblab,14-507-5909
517,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,5/9/2022,Closed Lost,Rupee,Web,Sed ante. Vivamus tortor. Duis mattis egestas metus.,58.95,2022-12-13T09:08:22Z,Paige Seath,Browsedrive,00-905-9905
518,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,10/5/2022,Closed Lost,Euro,Partner,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",38.07,2022-07-29T18:55:55Z,Findlay Huntly,Vitz,86-084-5879
519,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,6/13/2022,Closed Lost,Dollar,Referral,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",21.53,2022-02-05T20:46:00Z,Wendel Fosberry,Podcat,82-091-0289
520,metus aenean fermentum donec ut mauris eget massa tempor convallis,7/4/2022,Closed Won,Peso,Purchased List,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",90.57,2022-05-13T21:11:46Z,Torey Chinnock,Jayo,50-117-6256
521,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,10/14/2022,Closed Lost,Rupiah,Partner,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",39.65,2022-10-10T16:44:30Z,Prudi Bielefeld,Skyba,78-434-8089
522,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,3/6/2022,Closed Lost,Dollar,Web,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",22.9,2022-09-08T03:25:24Z,Judon Meads,Fanoodle,98-612-6016
523,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,1/23/2022,Closed Lost,Litas,Referral,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",9.18,2022-06-30T18:01:05Z,Pepita Mulcahy,Npath,18-969-0100
524,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,5/10/2022,Closed Lost,Dollar,Referral,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",9.09,2022-04-06T09:36:45Z,Anna-maria Scoggin,Tazzy,90-722-9318
525,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,6/14/2022,Closed Lost,Yen,Partner,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",36.75,2022-04-18T09:33:43Z,Berthe Chaundy,Jabbersphere,53-321-6115
526,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,2/6/2022,Closed Won,Krona,Web,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",8.81,2022-07-17T17:53:25Z,Leonora Braisted,Yozio,87-811-9237
527,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,9/26/2022,Closed Lost,Baht,Web,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",91.48,2022-06-02T01:41:44Z,Natty Parish,Avavee,79-654-1351
528,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,5/31/2022,Closed Lost,Leone,Referral,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",11.52,2022-12-21T05:04:31Z,Mabel Armsby,Skivee,46-313-7305
529,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,6/1/2022,Closed Lost,Rupiah,Partner,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",21.61,2022-04-06T02:09:15Z,Broderick Lamcken,Tazz,62-692-3829
530,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,7/1/2022,Closed Lost,Shekel,Web,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",32.38,2022-05-30T09:59:10Z,Ellerey Drohane,Viva,43-590-0707
531,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,4/12/2022,Closed Lost,Colon,Referral,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",85.95,2022-12-09T02:17:44Z,Gaynor Kahn,Omba,50-040-5119
532,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,7/18/2022,Closed Won,Euro,Referral,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",7.01,2022-07-24T15:10:59Z,Dona Artin,Skimia,11-466-6664
533,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,1/17/2022,Closed Lost,Ruble,Partner,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",41.95,2022-07-26T11:27:03Z,Sigrid Curthoys,Eimbee,76-956-7734
